Name,Started,County,Location,AcresBurned,PercentContained,Longitude,Latitude,Year,ExtinguishedTime
Spring 2 Fire,2018-07-09 16:46:00+00:00,Lake,"Pawnee Dr. and New Long Valley Dr., northeast of Clearlake ",80.0,100.0,-122.59789,39.06715,2018,4289.08
Dale Fire,2018-07-09 18:30:00+00:00,Tehama,"off Hwy 36 and Manton Rd, 10 miles NE of Red Bluff ",856.0,100.0,-121.93908,40.33682,2018,4287.37
Idria Fire,2018-07-12 12:57:00+00:00,San Benito,"Panoche Rd and New Idria Rd, west of San Joaquin",116.0,100.0,-120.82355,36.59036,2018,4220.87
3-2 Fire,2018-07-14 15:00:00+00:00,Lassen,"off Homestead Ranch Road, southeast of Doyle ",14.0,100.0,-120.02137,39.99309,2018,4170.75
Steamboat Fire,2018-07-15 09:58:00+00:00,Siskiyou,"Shasta Valley Wildlife Area, 4 miles south east of Montague ",224.0,100.0,-122.47293,41.70877,2018,4151.77
3-10 Fire,2018-07-15 11:55:00+00:00,Lassen,"Hwy 299 E and Little Valley Rd, Dixie Valley Peak, 16 miles east of Fall River Mills",56.0,100.0,-121.21597,40.95234,2018,4149.82
Johnson Fire,2018-07-15 16:14:00+00:00,Humboldt,Highway 169 in Pecwan,16.0,100.0,-123.85404,41.34453,2018,4145.48
3-18 Fire,2018-07-15 16:45:00+00:00,Lassen,"Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber",32.0,100.0,-121.05722,41.08583,2018,4144.95
3-16 Fire,2018-07-15 18:54:00+00:00,Lassen,near Little Valley,89.0,100.0,-121.27049,40.94666,2018,4142.8
Tuscan Fire,2018-07-15 17:15:00+00:00,Tehama,"Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake",50.0,100.0,-122.11375,40.27754,2018,4144.47
Mill Creek 1 Fire,2018-08-16 09:18:00+00:00,Humboldt,"Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa",3674.0,100.0,-123.688056,41.07944,2018,3383.98
Camp Fire,2018-07-17 11:13:00+00:00,San Luis Obispo,"off Gage Irving Road, South Lake Nacimiento",14.0,100.0,-120.97339,35.70086,2018,4102.47
Border Fire,2018-07-17 14:05:00+00:00,San Diego,north of the Meixcan border and east of the Otay port of entry,28.0,100.0,-116.8663,32.557566,2018,4099.6
Lott Fire,2018-07-17 19:03:00+00:00,Siskiyou,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",10.0,100.0,-122.37985,41.632373,2018,4094.62
Cruces Fire,2018-07-18 11:55:00+00:00,Santa Barbara,"off Highway 1 and Highway 101, North of Gaviota",77.0,100.0,-120.31805556,34.54305556,2018,4077.75
Eighty Eight Fire,2018-07-18 14:24:00+00:00,Yolo,"off County Road 88 and County Road 29, north of Winters",822.0,100.0,-121.99388889,38.59694444,2018,4075.27
Simmons Fire,2018-07-19 12:00:00+00:00,Butte,"Off Highway 162 & Simmons Rd, Lake Oroville",43.0,100.0,-121.43131,39.57202,2018,4053.67
Ben Fire,2018-07-19 13:07:00+00:00,Mariposa,"Ben Hur Rd & Preston Rd, south of Ben Hur",40.0,100.0,-119.97546,37.28365,2018,4052.53
Cinnamon Fire,2018-07-20 13:07:00+00:00,San Diego,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",13.0,100.0,-116.78928,33.04898,2018,4028.53
Skyline Fire,2018-07-19 17:22:00+00:00,Riverside,"off Skyline Drive and Burrero Way, in an unincorporated county area west of Corona Cit",282.0,100.0,-117.607577,33.836101,2018,4048.28
Highland Fire,2018-07-20 13:26:00+00:00,Shasta,"Highland Ridge Rd & Trinity Mt Rd, French Gulch",63.0,100.0,-122.649626,40.741186,2018,4028.2
Windmill Fire,2018-07-20 14:23:00+00:00,Santa Barbara,"Highway 246, west of Buellton",110.0,100.0,-120.22298,34.62412,2018,4027.25
Carder Fire,2018-07-21 14:40:00+00:00,Lake,"Adobe Creek Rd & Peterson Ln, Kelseyville",50.0,100.0,-122.86854,38.91152,2018,4002.97
Rock Fire,2018-07-21 15:50:00+00:00,San Luis Obispo,"off Chimney Rock Rd and Gage Irving Rd, south of Lake Nacimiento (San Luis Obispo County)",30.0,100.0,-120.95157,35.68539,2018,4001.8
Mustang Fire,2018-07-21 15:01:00+00:00,San Luis Obispo,"Paso Robles Rd & Adelaida Rd, west of Paso Robles",37.0,100.0,-120.71907,35.64917,2018,4002.62
Country Fire,2018-07-22 13:06:00+00:00,Santa Clara,County Club Rd & N Park Victoria Rd in Milpitas ,320.0,100.0,-121.88807,37.449425,2018,3980.52
Heart Fire,2018-07-21 16:22:00+00:00,Mendocino,"Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County) ",67.0,100.0,-123.258319,39.279832999999996,2018,4001.25
Horse Creek Fire,2018-07-19 16:25:00+00:00,Tulare,"Mineral King Rd, Ash Mountain area",34.0,100.0,-118.70443,36.42638,2018,4049.23
Carr Fire,2018-07-23 13:15:00+00:00,Trinity,"Hwy 299 and Carr Powerhouse Rd, Whiskeytown",229651.0,100.0,-122.62357,40.65428,2018,908.37
Pico Fire,2018-07-23 12:55:00+00:00,Los Angeles,"off West Pico Canyon Rd and Potrero Canyon Rd, Stevenson Ranch area",128.0,100.0,-118.60441,34.38039,2018,3956.7
Martinez Fire,2018-07-23 14:55:00+00:00,Riverside,"Off Martinez Road & Avenue 66, Thermal",40.0,100.0,-116.154398,33.56921,2018,3954.68
Ridge Fire,2018-09-02 14:02:00+00:00,Lake,"Highland Springs Rd & Old Toll Rd, Kelseyville",36.0,100.0,-122.97222,38.981389,2018,2971.15
Crestline Fire,2018-07-24 15:24:00+00:00,Shasta,"Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney",51.0,100.0,-121.90215,40.824,2018,3930.2
Roxie Fire (Formerly 1-1 Fire),2018-07-24 16:02:00+00:00,Lassen,"Roxie Peconom Campground, west of Willard Cr, 10 mi west of Susanville",167.0,100.0,-120.82497,40.34822,2018,3929.55
Church Fire,2018-07-25 16:14:00+00:00,Santa Clara,"Monterey Road and Church Ave, San Martin",20.0,100.0,-121.600023,37.07793,2018,3905.32
Cranston Fire,2018-07-25 11:41:00+00:00,Riverside,"off Highway 74 and Control Road, east of Hemet",13139.0,100.0,0.0,0.0,2018,3909.92
Marsh Fire,2018-07-25 14:41:00+00:00,Contra Costa,"Marsh Creek Rd and  Bragdon way, east of Mount Diablo ",247.0,100.0,-121.85847,37.89612,2018,3906.88
Hidden Fire,2018-07-25 14:11:00+00:00,San Benito,"Hidden Valley Rd & Cienega Rd, south of Hollister",39.0,100.0,-121.40604,36.796,2018,3907.4
Patterson Fire,2018-07-25 16:05:00+00:00,Alameda,"Patterson Pass Road and Midway Rd, Altamont ",34.0,100.0,-121.55604,37.71173,2018,3905.48
Western Fire,2018-08-01 15:53:00+00:00,Mendocino,"Off Highway 101, south of Hopland",106.0,100.0,-123.0496,38.8802,2018,3737.55
Pasqual Fire,2018-07-27 13:28:00+00:00,San Diego,"San Pasqual Valley Rd, west of Ramona",365.0,100.0,-116.91845,33.07892,2018,3860.07
Ribbon Fire,2018-07-26 10:12:00+00:00,Riverside,Highway 74 and Ribbonwood Dr. near Pinyon,205.0,100.0,-116.500058,33.571763,2018,3887.35
Parrots Fire,2018-08-05 04:19:00+00:00,Calaveras,"Parrots Ferry Rd x Camp 9 Rd, South of the community of Vallecito",136.0,100.0,-120.46078,38.08424,2018,3653.08
Wagner Fire,2018-08-04 13:57:00+00:00,Mariposa,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",22.0,100.0,-120.0545,37.69965,2018,3667.45
Creek Fire,2018-08-04 17:32:00+00:00,Alameda,"Welch Creek Rd and Geary Rd., southeast of Sunol",30.0,100.0,-121.79733,37.533026,2018,3663.88
Tarina Fire,2018-08-03 14:48:00+00:00,Kern,"Breckenridge Rd & Comanche Dr, east of Bakersfield",3156.0,100.0,-118.83556,35.37444,2018,3690.63
Ranch Fire (Mendocino Complex),2018-07-27 12:05:00+00:00,Lake,"off Highway 20 near Potter Valley, northeast of Ukiah ",410203.0,100.0,-123.103367,39.243283,2018,3861.47
Balch Fire,2018-07-27 12:14:00+00:00,Tulare,"off Balch Park Road and Yokohl Drive, northeast of Porterville",100.0,100.0,-118.82989,36.21634,2018,3861.32
River Fire (Mendocino Complex),2018-07-27 13:01:00+00:00,Mendocino,"Old River Rd, near Mile Marker Post 7.9, Hopland ",48920.0,100.0,-123.11971,39.04786,2018,3860.28
Breckenridge Fire,2018-07-27 16:12:00+00:00,Kern,"off Breckenridge Road and Tarina Ct, east of Bakersfield",993.0,100.0,-118.817934,35.387408,2018,3857.33
Whaleback Fire,2018-07-27 13:32:00+00:00,Lassen,"off Whaleback Mountain and Antelope Valley Road, West of Spaulding",18703.0,100.0,-120.868091,40.633536,2018,3860.0
Donnell Fire,2018-08-01 17:48:00+00:00,Tuolumne,"Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness",36450.0,100.0,-119.929,38.349,2018,3735.63
Owens Fire,2018-07-31 15:07:00+00:00,Inyo,"Owens River Rd & Indiana Summit Rd, north of Mammoth Lakes",338.0,100.0,-118.970443,37.735461,2018,3762.37
Sobrante Fire,2018-07-28 15:38:00+00:00,Riverside,"El Sobrante Road at McAllister Street, Lake Matthews",30.0,100.0,-117.43521,33.85852,2018,3833.87
Rock Fire,2018-07-28 15:14:00+00:00,San Diego,Rock Mountain Dr. and Sandia Creek Dr. in the community of Fallbrook. ,207.0,100.0,-117.24044,33.41476,2018,3834.28
Butte Fire,2018-07-31 17:34:00+00:00,Sutter,"Pass Road and W Butte Road, 9 miles northwest of Yuba City ",1200.0,100.0,-121.792885,39.186144,2018,3759.9
Steele Fire,2018-07-28 16:30:00+00:00,Napa,"off Arroyo Grande Drive and Steele Canyon Road, Capell",135.0,100.0,-122.18353,38.51943,2018,3833.0
Eel Fire,2018-07-31 15:28:00+00:00,Mendocino,"off Indian Dick Road and Mendocino Pass Road, east of Covelo",972.0,100.0,-123.08489,39.82877,2018,3762.02
Corner Fire,2018-07-29 16:22:00+00:00,Shasta,"Hwy 299 E & Hwy 89, east of Burney",35.0,100.0,-121.6002,40.95673,2018,3809.12
Reservoir Fire,2018-09-16 08:34:00+00:00,San Luis Obispo,"off Reservoir Canyon Road and Highway 101, east of San Luis Obispo",51.0,100.0,-120.64398,35.30151,2018,2640.5
Casner Fire,2018-08-06 10:31:00+00:00,San Diego,"off Old Julian Highway and Creek Hollow, west of Ramona",14.0,100.0,-116.77154,33.05737,2018,3622.88
Sunset Fire,2018-08-01 13:11:00+00:00,Placer,"off Sunset Blvd. West and South Brewer Rd, northwest of Roseville",695.0,100.0,-121.451307,38.82426,2018,3740.28
Turkey Fire,2018-08-06 12:59:00+00:00,Monterey,"near Highway 46 and Turkey Flats, near Parkfield",2225.0,100.0,-120.343056,35.847778,2018,3620.4
Holy Fire,2018-08-06 13:20:00+00:00,Orange,"Holy Jim Canyon, west of N. Main Divide",23136.0,100.0,-117.52055,33.69888,2018,3620.05
Terra Fire,2018-08-06 14:19:00+00:00,Riverside,"off Terramor Road and Temescal Canyon Road, community of Temescal Valley",35.0,100.0,-117.460278,33.759722,2018,3619.07
South Fire,2018-08-06 16:26:00+00:00,Calaveras,"Near Milton Road and South Gulch Road, Rancho Calaveras",290.0,100.0,-120.872244,38.061298,2018,3616.95
Murphy Fire,2018-08-07 02:11:00+00:00,Plumas,"off Hwy 70 near Chips Creek, west of Belden",117.0,100.0,-121.27,39.996944,2018,3607.18
Five Fire,2018-08-06 17:29:00+00:00,Kings,"off Interstate 5 and Milham Rd, Kettleman Hills area",2995.0,100.0,-119.98329,35.97896,2018,3615.9
Pine Fire,2018-08-16 16:06:00+00:00,Kern,"off Pine Mountain Road and Granite Road, north of Bakersfield",114.0,100.0,-118.80138889,35.56888889,2018,3377.18
Hirz Fire,2018-08-09 01:55:00+00:00,Shasta,"off Gilman and Moore Creek Campground, east of Lakehead ",46150.0,100.0,-122.219,40.896,2018,3559.43
Land Fire,2018-08-22 13:45:00+00:00,Riverside,"Hwy 60 and Jack Rabbit Trail, Beaumont",23.0,100.0,-117.066643,33.946896,2018,3235.5
Rangeland Fire,2018-08-09 13:09:00+00:00,San Diego,off Rangeland Road and Highway 78 in Ramona,250.0,100.0,-116.902985,33.076239,2018,3548.2
Hat Fire,2018-08-09 14:34:00+00:00,Shasta,"Hwy 299 east and Fish Hatchery rd, northeast of Burney ",1900.0,100.0,-121.52225,40.99344,2018,3546.78
Syar Fire,2018-08-09 14:21:00+00:00,Napa,Napa Vallejo Highway and Syar Industrial Way,10.0,100.0,-122.26389,38.27229,2018,3546.98
Alhambra Fire,2018-08-17 19:19:00+00:00,Contra Costa,"off Highway 4 and Alhambra Ave, Martinez",30.0,100.0,-122.14097,37.99618,2018,3349.97
Snell Fire,2018-09-08 14:29:00+00:00,Napa,"off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown",2490.0,100.0,-122.44468,38.69601,2018,2826.62
Nelson Fire,2018-08-10 16:57:00+00:00,Solano,"Nelson Rd and Cherry Glen Rd, Vacaville",2162.0,100.0,-122.043747,38.431278,2018,3520.38
Marcel Fire,2018-08-17 18:47:00+00:00,Kern,"off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi",34.0,100.0,-118.51651,35.17156,2018,3350.48
Oak Fire,2018-08-12 14:20:00+00:00,Nevada,"off Oak Lane and Buck Mountain Road, south of Grass Valley",16.0,100.0,-121.07039,39.10494,2018,3474.98
Cloverdale Fire,2018-08-13 14:58:00+00:00,San Diego,"off San Pasqual Valley Rd, near Escondido.",100.0,100.0,-117.0242529,33.0971179,2018,3450.35
Gulch Fire,2018-08-11 14:12:00+00:00,Monterey,"Dead Mans Gulch Rd and Sargents Rd, south of San Ardo",700.0,100.0,-120.82226,36.00912,2018,3499.13
River Fire,2018-08-15 17:14:00+00:00,Tulare,"Old Stage Rd and White River Rd, southeast of Porterville",496.0,100.0,-118.7393,35.79012,2018,3400.08
Stone Fire,2018-08-15 18:05:00+00:00,Modoc,"Big Canyon, 10 miles SW of Canby",39387.0,100.0,-121.04386,41.38544,2018,3399.25
Castro Fire,2018-08-26 14:23:00+00:00,Alameda,"I 580 and Paloverde Rd., Castro Valley",48.0,100.0,-122.02805,37.69926,2018,3138.85
Call Fire,2018-08-18 15:17:00+00:00,Kern,"off Cow Flat Road and Highway 178, west of Lake Isabella",367.0,100.0,-118.6525,35.51777778,2018,3329.98
Gorge Fire,2018-08-19 07:32:00+00:00,Shasta,"off Highway 36 west and Beegum Gorge road, Platina area",155.0,100.0,-122.89055556,40.36888889,2018,3313.73
Front Fire,2018-08-19 13:37:00+00:00,Santa Barbara,off Highway 166 and Sierra Madre Road,1014.0,100.0,-120.09222222,35.11416667,2018,3307.65
Keller Fire,2018-08-19 15:55:00+00:00,Riverside,off Scenic View Drive and Keller Road,10.0,100.0,-117.171731,33.627006,2018,3305.35
Eastman Fire,2018-08-23 15:40:00+00:00,Madera,"Road 29 & Road 607, southwest of Eastman Lake",289.0,100.0,-120.002619,37.197039,2018,3209.58
Country Fire,2018-08-25 11:58:00+00:00,Riverside,off High Country Drive in Moreno Valley,32.0,100.0,-117.20534,33.97902,2018,3165.28
Redinger Fire,2018-08-27 23:19:00+00:00,Madera,"Mammoth Road, 29 miles north of Clovis",88.0,100.0,-119.431667,37.179167,2018,3105.9
Cache Fire,2018-08-26 18:04:00+00:00,Lake,"Hwy 20 and New Long Valley Rd, Clear Lake Oaks          ",103.0,100.0,-122.57496,39.02017,2018,3135.17
Winchester Fire,2018-08-27 10:49:00+00:00,Riverside,"Hidden Falls Road, Winchester",36.0,100.0,-117.085354,33.640051,2018,3118.4
Fork Fire,2018-09-09 12:10:00+00:00,Los Angeles,"East Fork Rd & San Gabriel Canyon Rd, Azusa",166.0,100.0,-117.846111,34.2325,2018,2804.92
Grade Fire,2018-08-30 15:44:00+00:00,Lake,"off Knoxville Road and Knoxville Devilhead Road, Knoxville",60.0,100.0,-122.3625,38.8275,2018,3041.47
Ogilvy Fire,2018-09-01 14:22:00+00:00,Santa Barbara,"Pie Canyon Rd and Mono-Alamar Rd, NE of Gibraltar Reservoir",172.0,100.0,-119.61416,34.576944,2018,2994.83
Essex Fire,2018-09-02 14:53:00+00:00,Modoc,"East of Essex Reservoir, northeast of Canby.",15.0,100.0,-120.72362,41.52123,2018,2970.3
Sterling,2018-08-31 17:58:00+00:00,San Bernardino,"Sterling Ave and Foothill Dr, City of San Bernardino",125.0,100.0,-117.244366,34.15475,2018,3015.23
Delta Fire,2018-09-05 12:51:00+00:00,Trinity,"I-5 and Lamoine, 2 miles NW of Lakehead ",63311.0,100.0,-122.43,40.9425,2018,2900.27
Kelsey Fire,2018-09-03 13:58:00+00:00,Lake,"Kelsey Creek Rd & Conklin Ln, Kelseyville",24.0,100.0,-122.85276,38.91842,2018,2947.22
North Fire,2018-09-03 16:38:00+00:00,Placer,"North Fork Campground, south of Emigrant Gap",1120.0,100.0,-120.658333,39.268611,2018,2944.53
Ranchera Fire,2018-09-04 14:43:00+00:00,Shasta,"Ranchera Road and Hill Boulevard, Shasta Lake City",13.0,100.0,-122.400556,40.678889,2018,2922.42
Tulloch Fire,2018-09-08 13:34:00+00:00,Tuolumne,"Hwy 108 and Tulloch Road, east of Oakdale",573.0,100.0,-120.61746,37.83388,2018,2827.53
Kerlin Fire,2018-09-04 15:20:00+00:00,Trinity,"Kerlin Creek, west of Hyampom",1751.0,100.0,-123.52019,40.616251,2018,2921.8
Metz Fire,2018-09-13 15:37:00+00:00,Monterey,"Metz Road and Topo Road, east of Greenfield",411.0,100.0,-121.1563,36.35502,2018,2705.45
Irving Fire,2018-09-10 19:00:00+00:00,Marin,"Samuel P Taylor State Park, northwest of the Community of Lagunitas",152.0,100.0,-122.727,38.02447,2018,2774.08
Water Fire,2018-09-12 11:25:00+00:00,Kern,"southbound I-5, south of Grapevine Rd.",200.0,100.0,-118.92485,34.91482,2018,2733.68
Soboba Fire,2018-09-14 19:32:00+00:00,Riverside,"off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba ",25.0,100.0,-116.93188,33.80406,2018,2677.53
Charlie Fire,2018-09-22 14:30:00+00:00,Los Angeles,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",3380.0,100.0,-118.60858,34.48229,2018,2490.55
Oak Fire,2018-09-22 15:44:00+00:00,Madera,"Lonesome Oak Ln and Bissett Station Rd, Ahwahnee",360.0,100.0,-119.68912,37.38789,2018,2489.32
Copper Fire,2018-09-22 14:41:00+00:00,Lassen,"McKenzie Meadows and Hwy 36, 15 miles west of Susanville",53.0,100.0,-120.93005,40.33642,2018,2490.37
Wilson Fire,2018-09-28 13:08:00+00:00,Tehama,"Wilson Lake Rd and Lost Creek Rd, 10 miles NW of Chester  ",261.0,100.0,-121.43025,40.34256,2018,2347.85
Silver Fire,2018-09-28 14:44:00+00:00,Shasta,"Oak Run Rd and Little Ridge Rd, Palo Cedro",76.0,100.0,-122.17173,40.5939,2018,2346.23
Quimby Fire,2018-09-23 16:23:00+00:00,Santa Clara,"Quimby Rd & Borden Dr, East San Jose ",30.0,100.0,-121.75815,37.33563,2018,2464.65
Nimshew Fire,2018-09-24 00:41:00+00:00,Butte,"Nimshew Rd & Centerville Rd, Magalia",33.0,100.0,-121.62168,39.84151,2018,2456.33
Shandon Fire,2018-09-29 09:30:00+00:00,San Luis Obispo,"Gillis Canyon Road and San Juan Road, east of Paso Robles",80.0,100.0,-120.258,-120.258,2018,2327.47
Keenbrook Fire,2018-09-26 10:56:00+00:00,San Bernardino,"Cajon Blvd and Kenwood Ave, Devore",53.0,100.0,-117.42431,34.24138,2018,2398.07
Nacimiento Fire,2018-10-02 12:32:00+00:00,Monterey,"Nacimiento Fergusson Rd, west of Jolon",150.0,100.0,-121.24898,35.97677,2018,2252.42
Eagle Fire,2018-10-02 15:45:00+00:00,Fresno," Bobs Flat Trail, 3 miles north of Trimmer",32.0,100.0,-119.3127769,36.938674,2018,2250.03
Sun Fire,2018-10-07 12:51:00+00:00,Tehama,"Hwy 36 and Sunriver Road, east of Red Bluff",3889.0,100.0,-122.18,40.22027778,2018,2132.1
Park Fire,2018-10-07 12:57:00+00:00,Santa Clara,"Monterey Road and Coyote Creek Golf Drive, north of Morgan Hill",63.0,100.0,-121.68694444,37.1769444,2018,2132.0
Iron Gate Fire,2018-10-10 21:50:00+00:00,Siskiyou,1 mile northwest of Iron Gate Dam,15.0,100.0,-122.43933,41.94046,2018,2051.08
Branscombe Fire,2018-10-07 13:00:00+00:00,Solano,"Branscombe Road south of Hwy 12, Suisun City",4500.0,100.0,0.0,0.0,2018,2131.95
Winters Fire,2018-10-12 11:21:00+00:00,Solano,"Winters Rd & Allendale Rd, south of Winters",160.0,100.0,-121.94658,38.45673,2018,2013.57
Priest Fire,2018-10-13 14:43:00+00:00,Monterey," Hwy 198 & Priest Valley Rd, east of San Lucas",167.0,100.0,-120.69955,36.18401,2018,1986.18
Tower Fire,2018-10-14 06:45:00+00:00,Shasta,"Cloverdale & Clear Creek, Near the community of Igo",12.0,100.0,-122.51597,40.49618,2018,1970.15
Masonic Fire,2018-10-14 11:33:00+00:00,Shasta,"Lake Blvd & Masonic Ave, Redding",38.0,100.0,-122.38366,40.60866,2018,1965.33
Powellton Fire,2018-10-15 11:57:00+00:00,Butte,"Upper Powellton Rd and Skyway, north of Stirling City",10.0,100.0,-121.54103,39.93427,2018,1940.92
Camino Fire,2018-10-19 14:10:00+00:00,San Luis Obispo,Off Lopez Drive east of Arroyo Grande,58.0,100.0,-120.48861,35.17693,2018,1842.7
Market Fire,2018-10-24 12:18:00+00:00,Tulare,"Road 208 and Avenue 380, 5 miles north of Woodlake",120.0,100.0,-119.10433,36.47766,2018,1724.55
June Fire,2018-10-30 14:46:00+00:00,Butte,"Four Junes Way and Palermo, south of Palermo ",550.0,100.0,-121.51707,39.36529,2018,1578.07
Rincon Fire,2018-11-03 21:28:00+00:00,Santa Cruz,"off Highway 9 and Rincon Crossing, north of Santa Cruz  ",17.0,100.0,-122.046,37.0125,2018,1475.37
Brushy Fire,2018-11-08 11:58:00+00:00,Mendocino,"near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo",35.0,100.0,-123.28774,39.62194,2018,1364.85
Camp Fire,2018-11-08 06:33:00+00:00,Butte,Pulga Road at Camp Creek Road near Jarbo Gap,153336.0,100.0,-121.4347,39.8134,2018,409.45
Adams Fire,2018-11-05 10:17:00+00:00,Tehama,"off Adams Road at Barr Lane, southwest of Cottonwood ",60.0,100.0,-122.308479,40.346652,2018,1438.55
Horn Fire,2018-11-08 11:25:00+00:00,Lassen,"Horn Road and Mail Route Road, 9 miles southeast of Termo  ",88.0,100.0,-120.19336,40.83116,2018,1365.37
Nurse Fire,2018-11-08 13:28:00+00:00,Solano,"off Highway 12 and Nurse Blue Road, Suisun City",1500.0,100.0,-121.9424,38.21396,2018,1363.32
Hill Fire,2018-11-08 14:03:00+00:00,Ventura,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley",4381.0,100.0,-118.93444,34.22685,2018,1362.67
Woolsey Fire,2018-11-08 14:24:00+00:00,Ventura,"E Street and Alfa Road Rd, South of Simi Valley",96949.0,100.0,-118.70128,34.235,2018,1362.3
Honey Flooding,2018-11-29 23:30:00+00:00,Butte,"Lower Skyway and Lower Honey Run, Between Chico and Paradise ",0.0,100.0,-121.77385,39.71217,2018,849.2
Morgan Fire,2018-11-15 13:31:00+00:00,Contra Costa,"Off Morgan Territory Rd & Storybook Ln, east of San Ramon",20.0,100.0,-121.7944,37.81111,2018,1195.22
Green Hill Fire,2018-11-12 17:39:00+00:00,Humboldt,off Highway 299 in the area of Green Hill,10.0,100.0,-124.001849,40.888785,2018,1263.12
Sierra Fire,2018-11-13 08:19:00+00:00,San Bernardino,off Sierra Ave and Riverside Ave,147.0,100.0,-117.43184,34.18075,2018,1248.43
Niles Fire,2018-11-14 14:56:00+00:00,Alameda," off Palomares Road Niles Canyon Road, northwest of Sunol",20.0,100.0,-121.94182,37.611580000000004,2018,1217.82
